old_path,new_path,status
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20232947634.35.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202329476.34.35.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20232947640.41.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202329476.40.41.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20232947638.39.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202329476.38.39.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20232947664.65.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202329476.64.65.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20232954437.38.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202329544.37.38.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20232954442.43.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202329544.42.43.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233082224.25.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202330822.24.25.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233014544.45.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202330145.44.45.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233239951.52.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202332399.51.52.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233598924.25.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202335989.24.25.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233598938.40.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202335989.38.40.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233539652.53.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202335396.52.53.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233598941.42.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202335989.41.42.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233899857.58.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202338998.57.58.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20233901315.16.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202339013.15.16.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20234453931.32.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202344539.31.32.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237263734.35.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202372637.34.35.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237263736.37.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202372637.36.37.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237633525.26.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202376335.25.26.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237633536.37.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202376335.36.37.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237633529.30.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202376335.29.30.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/20237973036.37.svs,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/202379730.36.37.svs,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232947634.35.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329476.34.35.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232947640.41.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329476.40.41.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232947638.39.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329476.38.39.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232954437.38.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329544.37.38.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232947664.65.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329476.64.65.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20232954442.43.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202329544.42.43.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233082224.25.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330822.24.25.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233014544.45.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202330145.44.45.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233239951.52.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202332399.51.52.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233598924.25.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202335989.24.25.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233539652.53.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202335396.52.53.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233598941.42.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202335989.41.42.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233598938.40.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202335989.38.40.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233899857.58.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202338998.57.58.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20233901315.16.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202339013.15.16.kfb,RENAMED
/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/20234453931.32.kfb,/NAS145/linboliao/Data/迈新生物/MIL外部测试/省立医院/福建省立医院1/202344539.31.32.kfb,RENAMED
